Departamento: ANTIOQUIA (Código: 5), Municipio: MEDELLÍN (Código: 5001), Centro Poblado: MEDELLÍN (Código: 5001000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BOLÍVAR (Código: 76100), Centro Poblado: BOLÍVAR (Código: 76100000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BOLÍVAR (Código: 76100), Centro Poblado: BETANIA (Código: 76100001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BOLÍVAR (Código: 76100), Centro Poblado: CERRO AZUL (Código: 76100002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BOLÍVAR (Código: 76100), Centro Poblado: DOSQUEBRADAS (Código: 76100004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BOLÍVAR (Código: 76100), Centro Poblado: LA HERRADURA (Código: 76100006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BOLÍVAR (Código: 76100), Centro Poblado: LA TULIA (Código: 76100007), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BOLÍVAR (Código: 76100), Centro Poblado: NARANJAL (Código: 76100008), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BOLÍVAR (Código: 76100), Centro Poblado: PRIMAVERA (Código: 76100009), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BOLÍVAR (Código: 76100), Centro Poblado: RICAURTE (Código: 76100010), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BOLÍVAR (Código: 76100), Centro Poblado: AGUAS LINDAS (Código: 76100012), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BOLÍVAR (Código: 76100), Centro Poblado: SAN FERNANDO (Código: 76100014), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BOLÍVAR (Código: 76100), Centro Poblado: CRISTALES (Código: 76100018), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: BUENAVENTURA (Código: 76109000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: AGUACLARA (Código: 76109001), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: BARCO (Código: 76109002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LA BOCANA (Código: 76109003), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: BAJO CALIMA (Código: 76109006), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: CISNEROS (Código: 76109008), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: CÓRDOBA (Código: 76109009), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: PITAL (Código: 76109012), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: TRIANA (Código: 76109017), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: CONCEPCIÓN (Código: 76109018), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LA PLATA (Código: 76109019), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LADRILLEROS (Código: 76109021), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LLANO BAJO (Código: 76109022), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: BOCAS DE MAYORQUIN (Código: 76109024), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: PUERTO MERIZALDE (Código: 76109028), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: PUNTA SOLDADO (Código: 76109030), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN ANTONIO(YURUMANGUÍ) (Código: 76109031), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN FRANCISCO DE NAYA (Código: 76109032), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN FRANCISCO JAVIER (Código: 76109033), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN ISIDRO (Código: 76109034), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN LORENZO (Código: 76109036), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN PEDRO (Código: 76109037), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SILVA (Código: 76109038), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: TAPARAL (Código: 76109039), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: VENERAL (Código: 76109040), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN JOSÉ (Código: 76109041), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SABALETAS (Código: 76109042), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: ZACARÍAS (Código: 76109043), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LA BARRA (Código: 76109045), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: JUANCHACO (Código: 76109046), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: PIANGUITA (Código: 76109047), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: CALLE LARGA (Código: 76109052), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: CHAMUSCADO (Código: 76109053), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: EL BARRANCO (Código: 76109058), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: GUAIMIA (Código: 76109061), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: JUNTAS (Código: 76109062), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: BARTOLA (Código: 76109064), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LA BREA (Código: 76109065), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LA DELFINA (Código: 76109066), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: PAPAYAL (Código: 76109069), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN CIPRIANO (Código: 76109071), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN JOAQUÍN (Código: 76109072), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN JOSÉ DE NAYA (Código: 76109074), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN MARCOS (Código: 76109076), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SANTA CRUZ (Código: 76109077), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: ZARAGOZA (Código: 76109078), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: AGUAMANSA (Código: 76109079), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: CASCAJITA (Código: 76109080), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: PUNTA BONITA (Código: 76109081), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: HORIZONTE (Código: 76109082), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: BENDICIONES (Código: 76109083), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: EL CACAO (Código: 76109084), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: CALLE LARGA-AEROPUERTO (Código: 76109085), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: CAMINO VIEJO-KM 40 (Código: 76109086), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: CAMPO HERMOSO (Código: 76109087), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: EL CRUCERO (Código: 76109088), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: EL ENCANTO (Código: 76109089), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: EL LLANO (Código: 76109090), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: EL SALTO (Código: 76109091), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: GUADUALITO (Código: 76109092), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: JOAQUINCITO RESGUARDO INDIGENA (Código: 76109093), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: KATANGA (Código: 76109094), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LA BALASTRERA (Código: 76109095), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LA COMBA (Código: 76109096), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LA CONTRA (Código: 76109097), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LA FRAGUA (Código: 76109098), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: PRIMAVERA (Código: 76109099), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LA VUELTA (Código: 76109100), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LAS PALMAS (Código: 76109101), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: EL LIMONES (Código: 76109102), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: PAPAYAL 2 (Código: 76109104), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: PITAL (Código: 76109105), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAGRADA FAMILIA (Código: 76109106), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN ANTONIO (Código: 76109107), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN ANTOÑITO(YURUMANGUI) (Código: 76109108), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN ISIDRO(CAJAMBRE) (Código: 76109109), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SANTA MARÍA (Código: 76109110), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SECADERO (Código: 76109111), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: UMANE (Código: 76109112), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: VILLA ESTELA (Código: 76109113), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: CALLE LARGA-RIO MAYORQUIN (Código: 76109114), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: ALTO ZARAGOZA (Código: 76109115), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: BARRIO BUENOS AIRES (Código: 76109116), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: BETANIA (Código: 76109117), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: BRISAS (Código: 76109118), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: EL CREDO (Código: 76109119), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: EL EDEN (Código: 76109120), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: EL PALITO (Código: 76109121), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: JUAQUINCITO (Código: 76109122), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LA BOCANA (VISTA HERMOSA) (Código: 76109123), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LA CAUCANA (Código: 76109124), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: LA LAGUNA (Código: 76109125), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: PLAYA LARGA (Código: 76109126), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN ANTONIO 1 (Código: 76109127), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: SAN ANTONIO 2 (Código: 76109128), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: ZARAGOZA ALTO 1 (Código: 76109129), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: ZARAGOZA PUENTE SAN MARTIN 1 (Código: 76109130), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: BUENAVENTURA (Código: 76109), Centro Poblado: ZARAGOZA PUENTE SAN MARTIN 2 (Código: 76109131), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: GUADALAJARA DE BUGA (Código: 76111), Centro Poblado: GUADALAJARA DE BUGA (Código: 76111000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: GUADALAJARA DE BUGA (Código: 76111), Centro Poblado: LA CAMPIÑA (Código: 76111001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: GUADALAJARA DE BUGA (Código: 76111), Centro Poblado: EL PLACER (Código: 76111002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: GUADALAJARA DE BUGA (Código: 76111), Centro Poblado: EL VINCULO (Código: 76111005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: GUADALAJARA DE BUGA (Código: 76111), Centro Poblado: LA HABANA (Código: 76111006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: GUADALAJARA DE BUGA (Código: 76111), Centro Poblado: LA MARÍA (Código: 76111007), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: GUADALAJARA DE BUGA (Código: 76111), Centro Poblado: QUEBRADASECA (Código: 76111012), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: GUADALAJARA DE BUGA (Código: 76111), Centro Poblado: ZANJÓN HONDO (Código: 76111014), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: GUADALAJARA DE BUGA (Código: 76111), Centro Poblado: EL PORVENIR (Código: 76111016), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: GUADALAJARA DE BUGA (Código: 76111), Centro Poblado: PUEBLO NUEVO (Código: 76111018), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: GUADALAJARA DE BUGA (Código: 76111), Centro Poblado: LA MAGDALENA (Código: 76111020), Tipo: CASERÍO (CAS)
